No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,R,Baylor
6,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,3,Michigan State
7,Andrea Bargnani,PF,7-0,245,"October 26, 1985",it IT,6,
8,José Calderón,PG,6-3,200,"September 28, 1981",es ES,7,
32,Ed Davis,C,6-9,218,"June 5, 1989",us US,2,UNC
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,3,USC
2,Landry Fields,SF,6-7,210,"June 27, 1988",us US,2,Stanford
22,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,6,UConn
34,Aaron Gray,C,7-0,270,"December 7, 1984",us US,5,Pitt
15,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,7,
11,Linas Kleiza,SF,6-8,245,"January 3, 1985",lt LT,6,Missouri
3,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,6,Villanova
5,John Lucas III,PG,5-11,166,"November 21, 1982",us US,4,"Baylor, Oklahoma State"
1,Dominic McGuire,SF,6-9,220,"October 20, 1985",us US,5,"California, Fresno State"
20,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,9,
31,Terrence Ross,SG,6-6,206,"February 5, 1991",us US,R,Washington
13,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,8,
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,R,
