No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Tony Allen,SG,6-4,213,"January 11, 1982",us US,8,"Butler County Community College, Oklahoma State"
0,Darrell Arthur,PF,6-9,235,"March 25, 1988",us US,3,Kansas
7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,4,Arizona
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,5,Ohio State
32,Ed Davis,PF,6-9,218,"June 5, 1989",us US,2,UNC
5,Austin Daye,SF,6-11,220,"June 5, 1988",us US,3,Gonzaga
55,Keyon Dooling,PG,6-3,196,"May 8, 1980",us US,12,Missouri
3,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,3,UNC
33,Marc Gasol,C,6-11,255,"January 29, 1985",es ES,4,
22,Rudy Gay,SF,6-8,250,"August 17, 1986",us US,6,UConn
15,Hamed Haddadi,C,7-2,254,"May 19, 1985",ir IR,4,
4,Chris Johnson,SF,6-6,206,"April 29, 1990",us US,R,Dayton
30,Jon Leuer,PF,6-10,228,"May 14, 1989",us US,1,Wisconsin
45,Dexter Pittman,C,6-11,308,"March 2, 1988",us US,2,Texas
20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",us US,2,Washington
21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,10,Kentucky
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,11,Michigan State
2,Josh Selby,PG,6-2,183,"March 27, 1991",us US,1,Kansas
5,Marreese Speights,C,6-10,255,"August 4, 1987",us US,4,Florida
1,Tony Wroten,SG,6-6,205,"April 13, 1993",us US,R,Washington
