No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,5,Florida
21,Wilson Chandler,PF,6-8,235,"May 10, 1987",us US,5,DePaul
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",us US,1,Morehead State University
94,Evan Fournier,SG,6-6,205,"October 29, 1992",fr FR,R,
8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",it IT,4,
1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",us US,1,Texas
9,Andre Iguodala,SG,6-6,215,"January 28, 1984",us US,8,Arizona
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,4,Ohio State
3,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,3,UNC
34,JaVale McGee,C,7-0,270,"January 19, 1988",us US,4,Nevada
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,13,Utah
30,Quincy Miller,PF,6-9,210,"November 18, 1992",us US,R,Baylor
25,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,2,
15,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,4,LSU
10,Julyan Stone,PG,6-6,200,"December 7, 1988",us US,1,Texas-El Paso
