No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us US,6,Arkansas
4,Nick Collison,C,6-10,255,"October 26, 1980",us US,8,Kansas
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,5,Texas
6,Derek Fisher,SG,6-1,200,"August 9, 1974",us US,16,Little Rock
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,3,
15,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,1,Boston College
3,Perry Jones,SF,6-11,235,"September 24, 1991",us US,R,Baylor
11,Jeremy Lamb,SF,6-5,180,"May 30, 1992",us US,R,UConn
25,DeAndre Liggins,SG,6-6,209,"March 31, 1988",us US,1,Kentucky
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,8,Western Carolina University
6,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,3,VCU
33,Daniel Orton,C,6-10,255,"August 6, 1990",us US,1,Kentucky
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,9,
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,6,
34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",tz TZ,3,UConn
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,4,UCLA
