No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
40.0,Harrison Barnes,SF,6-8,225,"May 30, 1992",us US,R,UNC
20.0,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,R,Old Dominion
15.0,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,8,
12.0,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,7,Utah
30.0,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,3,Davidson
31.0,Festus Ezeli,C,6-11,255,"October 21, 1989",ng NG,R,Vanderbilt
23.0,Draymond Green,SF,6-6,230,"March 4, 1990",us US,R,Michigan State
2.0,Jarrett Jack,SG,6-3,200,"October 28, 1983",us US,7,Georgia Tech
44.0,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,11,Arizona
22.0,Charles Jenkins,SG,6-3,220,"February 28, 1989",us US,1,Hofstra
,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,5,Saint Joseph's
7.0,Carl Landry,PF,6-9,248,"September 19, 1983",us US,5,"Vincennes University, Purdue"
10.0,David Lee,PF,6-9,245,"April 29, 1983",us US,7,Florida
,Scott Machado,PG,6-1,205,"June 8, 1990",us US,R,Iona College
4.0,Brandon Rush,SF,6-6,220,"July 7, 1985",us US,4,Kansas
22.0,Malcolm Thomas,PF,6-9,225,"November 8, 1988",us US,1,"Pepperdine, San Diego State"
11.0,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,1,Washington State
3.0,Jeremy Tyler,C,6-10,260,"June 21, 1991",us US,1,
