No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
36,Omri Casspi,SF,6-9,225,"June 22, 1988",il IL,3,
21,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,3,UNC
33,Alonzo Gee,SF,6-6,225,"May 29, 1987",us US,3,Alabama
1,Daniel Gibson,PG,6-2,190,"February 27, 1986",us US,6,Texas
2,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,1,Duke
5,Kevin Jones,PF,6-8,251,"August 25, 1989",us US,R,West Virginia
30,Jon Leuer,C,6-10,228,"May 14, 1989",us US,1,Wisconsin
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,7,
0,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,7,
8,Jeremy Pargo,PG,6-2,219,"March 17, 1986",us US,1,Gonzaga
20,Chris Quinn,SG,6-2,185,"September 27, 1983",us US,5,Notre Dame
24,Samardo Samuels,C,6-9,260,"January 9, 1989",jm JM,2,Louisville
15,Donald Sloan,SG,6-3,205,"January 15, 1988",us US,1,Texas A&M
15,Marreese Speights,C,6-10,255,"August 4, 1987",us US,4,Florida
13,Tristan Thompson,PF,6-9,254,"March 13, 1991",ca CA,1,Texas
17,Anderson Varejão,C,6-11,273,"September 28, 1982",br BR,8,
3,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,R,Syracuse
4,Luke Walton,PF,6-8,235,"March 28, 1980",us US,9,Arizona
40,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,R,UNC
