No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Lavoy Allen,C,6-9,260,"February 4, 1989",us US,1,Temple
54,Kwame Brown,C,6-11,270,"March 10, 1982",us US,11,
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,5,Washington
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,3,UCLA
14,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,R,Washington
7,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,8,Texas
31,Charles Jenkins,PG,6-3,220,"February 28, 1989",us US,1,Hofstra
14,Shelvin Mack,SG,6-3,203,"April 22, 1990",us US,1,Butler
5,Arnett Moultrie,PF,6-11,249,"November 18, 1990",us US,R,"Texas-El Paso, Mississippi State"
0,Jeremy Pargo,SG,6-2,219,"March 17, 1986",us US,1,Gonzaga
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,11,Michigan State
12,Evan Turner,SF,6-6,220,"October 27, 1988",us US,2,Ohio State
18,Maalik Wayns,PG,6-2,200,"May 2, 1991",us US,R,Villanova
8,Damien Wilkins,SG,6-6,225,"January 11, 1980",us US,8,"NC State, Georgia"
4,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,8,
1,Nick Young,SG,6-7,210,"June 1, 1985",us US,5,USC
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,5,Georgia Tech
