No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Carmelo Anthony,PF,6-7,238,"May 29, 1984",us US,9,Syracuse
42,Earl Barron,C,7-0,250,"August 14, 1981",us US,6,Memphis
11,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us US,6,Arkansas
23,Marcus Camby,PF,6-11,220,"March 22, 1974",us US,16,UMass
6,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,11,
14,Chris Copeland,PF,6-9,239,"March 17, 1984",us US,R,Colorado
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,7,UNC
54,Solomon Jones,PF,6-10,230,"July 16, 1984",us US,6,South Florida
5,Jason Kidd,SG,6-4,205,"March 23, 1973",us US,18,California
3,Kenyon Martin,C,6-9,234,"December 30, 1977",us US,12,Cincinnati
16,Steve Novak,SF,6-10,225,"June 13, 1983",us US,6,Marquette
9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",ar AR,R,
55,Quentin Richardson,SF,6-6,223,"April 13, 1980",us US,12,DePaul
21,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,1,Georgia Tech
8,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,8,
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,10,
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,17,TCU
36,Rasheed Wallace,C,6-11,225,"September 17, 1974",us US,15,UNC
4,James White,SF,6-7,200,"October 21, 1982",us US,2,"Florida, Cincinnati"
