No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Arron Afflalo,SF,6-5,210,"October 15, 1985",us US,5,UCLA
19,Gustavo Ayón,C,6-10,250,"April 1, 1985",mx MX,1,
11,Glen Davis,PF,6-9,289,"January 1, 1986",us US,5,LSU
21,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,R,St. John's
3,Al Harrington,C,6-9,230,"February 17, 1980",us US,14,
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,1,Tennessee
20,DeQuan Jones,SF,6-8,221,"June 20, 1990",us US,R,Miami (FL)
1,Doron Lamb,SG,6-4,210,"November 6, 1991",us US,R,Kentucky
17,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,5,Duke
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,1,Purdue
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,8,Saint Joseph's
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",ca CA,R,St. Bonaventure
2,Kyle O'Quinn,C,6-9,250,"March 26, 1990",us US,R,Norfolk State
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,6,Duke
10,Ish Smith,PG,6-0,175,"July 5, 1988",us US,2,Wake Forest
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,12,
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,8,
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,1,USC
