No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,2,Kansas
5,James Anderson,SG,6-6,213,"March 25, 1989",us US,2,Oklahoma State
3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr TR,2,
12,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,R,Arkansas
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,4,Oregon
14,Daequan Cook,SG,6-5,205,"April 28, 1987",us US,5,Ohio State
10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar AR,7,
15,Toney Douglas,PG,6-2,195,"March 16, 1986",us US,3,"Auburn, Florida State"
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,7,Louisville
13,James Harden,SG,6-5,220,"August 26, 1989",us US,3,Arizona State
6,Terrence Jones,PF,6-9,252,"January 9, 1992",us US,R,Kentucky
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,2,Harvard University
1,Scott Machado,PG,6-1,205,"June 8, 1990",us US,R,Iona College
2,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,1,Kansas
20,Donatas Motiejūnas,PF,7-0,222,"September 20, 1990",lt LT,R,
14,Tim Ohlbrecht,C,6-11,255,"August 30, 1988",de DE,R,
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,1,Florida
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,2,Kentucky
"0, 41",Thomas Robinson,PF,6-10,237,"March 17, 1991",us US,R,Kansas
4,Greg Smith,C,6-10,250,"January 8, 1991",us US,1,Fresno State
