No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Josh Akognon,PG,5-11,185,"February 10, 1986",us US,R,"Washington State, Cal State Fullerton"
3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",gp GP,3,
42,Elton Brand,C,6-9,275,"March 11, 1979",us US,13,Duke
25,Vince Carter,SF,6-6,220,"January 26, 1977",us US,14,UNC
4,Darren Collison,PG,6-0,175,"August 23, 1987",us US,3,UCLA
9,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,R,Marquette
1,Jared Cunningham,SG,6-4,195,"May 22, 1991",us US,R,Oregon State
52,Eddy Curry,C,7-0,295,"December 5, 1982",us US,10,
7,Justin Dentmon,PG,5-11,185,"September 5, 1985",us US,1,Washington
17,Chris Douglas-Roberts,SG,6-7,200,"January 8, 1987",us US,3,Memphis
6,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,16,Little Rock
5,Bernard James,C,6-10,240,"February 7, 1985",us US,R,Florida State
13,Mike James,PG,6-2,188,"June 23, 1975",us US,10,Duquesne
30,Dahntay Jones,SF,6-6,225,"December 27, 1980",us US,9,"Rutgers University, Duke"
20,Dominique Jones,PG,6-4,215,"October 15, 1988",us US,2,South Florida
35,Chris Kaman,C,7-0,265,"April 28, 1982",us US,9,Central Michigan University
0,Shawn Marion,PF,6-7,220,"May 7, 1978",us US,13,"Vincennes University, UNLV"
32,O.J. Mayo,SG,6-5,210,"November 5, 1987",us US,4,USC
23,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,4,Georgia Tech
6,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,11,Notre Dame
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,14,
34,Brandan Wright,C,6-10,210,"October 5, 1987",us US,4,UNC
8,Chris Wright,SG,6-1,210,"November 4, 1989",us US,R,Georgetown
