No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Gustavo Ayón,C,6-10,250,"April 1, 1985",mx MX,1,
21,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,10,Seton Hall
6,Marquis Daniels,SF,6-6,200,"January 7, 1981",us US,9,Auburn
17,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,10,Duke
11,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,7,
0,Drew Gooden,C,6-10,250,"September 24, 1981",us US,10,Kansas
15,Tobias Harris,SF,6-8,226,"July 15, 1992",us US,1,Tennessee
31,John Henson,PF,6-9,219,"December 28, 1990",us US,R,UNC
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,4,
3,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,3,
20,Doron Lamb,SG,6-4,210,"November 6, 1991",us US,R,Kentucky
12,Luc Mbah a Moute,SF,6-8,230,"September 9, 1986",cm CM,4,UCLA
10,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,12,Minnesota
5,JJ Redick,SG,6-3,200,"June 24, 1984",us US,6,Duke
8,Larry Sanders,C,6-11,235,"November 21, 1988",us US,2,VCU
15,Ish Smith,PG,6-0,175,"July 5, 1988",us US,2,Wake Forest
13,Ekpe Udoh,C,6-10,245,"May 20, 1987",us US,2,"Michigan, Baylor"
19,Beno Udrih,SG,6-3,205,"July 5, 1982",si SI,8,
