No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,9,UCLA
1,Chauncey Billups,SG,6-3,202,"September 25, 1976",us US,15,Colorado
12,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,2,Kentucky
5,Caron Butler,SF,6-7,228,"March 13, 1980",us US,10,UConn
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,12,Michigan
34,Willie Green,SG,6-4,200,"July 28, 1981",us US,9,Detroit Mercy
32,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,2,Oklahoma
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,17,Duke
15,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,6,UCLA
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,4,Texas A&M
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,13,Rhode Island
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,7,Wake Forest
35,DaJuan Summers,PF,6-8,230,"January 24, 1988",us US,3,Georgetown
21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,7,Gonzaga
2,Maalik Wayns,PG,6-2,200,"May 2, 1991",us US,R,Villanova
