No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,8,UCLA
30,Earl Barron,C,7-0,250,"August 14, 1981",us US,6,Memphis
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,R,Florida
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,2,Clemson
98,Jason Collins,C,7-0,255,"December 2, 1978",us US,11,Stanford
15,Jordan Crawford,SG,6-4,195,"October 23, 1988",us US,2,"Indiana, Xavier"
42,Nenê,PF,6-11,250,"September 13, 1982",br BR,10,
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,7,
22,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,1,Butler
20,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,4,Kansas State
50,Emeka Okafor,C,6-10,252,"September 28, 1982",us US,8,UConn
7,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,8,Arkansas
12,A.J. Price,PG,6-2,181,"October 7, 1986",us US,3,UConn
13,Kevin Séraphin,C,6-9,285,"December 7, 1989",gf GF,2,
31,Chris Singleton,PF,6-8,230,"November 21, 1989",us US,1,Florida State
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,2,LSU
24,Jan Veselý,PF,6-11,240,"April 24, 1990",cz CZ,1,
2,John Wall,PG,6-3,210,"September 6, 1990",us US,2,Kentucky
9,Martell Webster,SF,6-7,230,"December 4, 1986",us US,7,
