No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,James Anderson,SF,6-6,213,"March 25, 1989",us US,2,Oklahoma State
16,Aron Baynes,C,6-10,260,"December 9, 1986",nz NZ,R,Washington State
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us US,3,Pitt
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,8,Florida
25,Nando De Colo,SG,6-5,200,"June 23, 1987",fr FR,R,
33,Boris Diaw,PF,6-8,250,"April 16, 1982",fr FR,9,
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,15,Wake Forest
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,10,
4,Danny Green,SG,6-6,215,"June 22, 1987",us US,3,UNC
3,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,12,Butler County Community College
5,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,1,Texas
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,1,San Diego State
1,Tracy McGrady,SF,6-8,210,"May 24, 1979",us US,15,
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,3,Saint Mary's
14,Gary Neal,SG,6-4,210,"October 3, 1984",us US,2,"La Salle, Towson University"
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,11,
22,Tiago Splitter,PF,6-11,245,"January 1, 1985",br BR,2,
