No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,6,UNLV
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,6,Northeastern University
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,3,Arizona
5,Will Conroy,PG,6-2,195,"December 8, 1982",us US,2,Washington
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,3,Villanova
15,Mickaël Gelabale,SF,6-7,215,"May 22, 1983",gp GP,2,
32,Lazar Hayward,SF,6-6,225,"November 26, 1986",us US,2,Marquette
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,9,Wake Forest
20,Chris Johnson,C,6-11,210,"July 15, 1985",us US,2,LSU
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,10,
8,Malcolm Lee,SG,6-5,200,"May 22, 1990",us US,1,UCLA
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,4,UCLA
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,2,
13,Luke Ridnour,SG,6-2,175,"February 13, 1981",us US,9,Oregon
3,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,5,Washington
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,1,
1,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,R,
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,1,Wisconsin
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,1,Arizona
