No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Devin Harris,SG,6-3,185,"February 27, 1983",us US,8,Wisconsin
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,5,Florida
12,John Jenkins,SG,6-4,215,"March 6, 1991",us US,R,Vanderbilt
44,Ivan Johnson,PF,6-8,230,"April 10, 1984",us US,1,"Oregon, Cal State San Bernardino"
30,Dahntay Jones,SF,6-6,225,"December 27, 1980",us US,9,"Rutgers University, Duke"
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,9,Creighton
8,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,1,Butler
22,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,4,Georgia Tech
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,9,
7,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,8,Arkansas
10,Johan Petro,C,7-0,247,"January 27, 1986",fr FR,7,
32,Mike Scott,PF,6-7,237,"July 16, 1988",us US,R,Virginia
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,8,
92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,12,
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,3,Wake Forest
4,Anthony Tolliver,SF,6-8,240,"June 1, 1985",us US,4,Creighton
1,Jeremy Tyler,C,6-10,260,"June 21, 1991",us US,1,
3,Lou Williams,SG,6-2,175,"October 27, 1986",us US,7,
