No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,4,Kansas State
26,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,6,Michigan State
1,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,4,
3,Jared Dudley,SF,6-6,237,"July 10, 1985",us US,5,Boston College
10,Diante Garrett,PG,6-4,190,"November 3, 1988",us US,R,Iowa State
4,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,5,
98,Hamed Haddadi,C,7-2,254,"May 19, 1985",ir IR,4,
2,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,2,"Iowa State, Syracuse"
12,Kendall Marshall,PG,6-4,200,"August 19, 1991",us US,R,UNC
15,Marcus Morris,SF,6-8,218,"September 2, 1989",us US,1,Kansas
11,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,1,Kansas
20,Jermaine O'Neal,C,6-11,226,"October 13, 1978",us US,16,
14,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,5,
31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,8,
17,P.J. Tucker,SG,6-5,245,"May 5, 1985",us US,1,Texas
40,Luke Zeller,C,6-11,245,"April 7, 1987",us US,R,Notre Dame
