No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
25,James Anderson,SF,6-6,213,"March 25, 1989",us US,R,Oklahoma State
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us US,1,Pitt
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,6,Florida
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,13,Wake Forest
23,Alonzo Gee,SG,6-6,225,"May 29, 1987",us US,1,Alabama
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,8,
4,Danny Green,SG,6-6,215,"June 22, 1987",us US,1,UNC
3,George Hill,PG,6-4,188,"May 4, 1986",us US,2,IUPUI
12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",us US,1,"University of Illinois at Chicago, Robert Morris University (IL)"
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,9,Arizona
34,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,14,Alabama
14,Gary Neal,SG,6-4,210,"October 3, 1984",us US,R,"La Salle, Towson University"
23,Steve Novak,SF,6-10,225,"June 13, 1983",us US,4,Marquette
33,Larry Owens,SF,6-7,210,"January 8, 1983",us US,R,Oral Roberts
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,9,
11,Chris Quinn,PG,6-2,185,"September 27, 1983",us US,4,Notre Dame
1,Bobby Simmons,SF,6-7,210,"June 2, 1980",us US,8,DePaul
22,Tiago Splitter,C,6-11,245,"January 1, 1985",br BR,R,
2,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,1,LSU
5,Ime Udoka,SF,6-6,215,"August 9, 1977",us US,6,"San Francisco, Portland State"
