No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,4,Texas
11,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,R,Nevada
40,Earl Barron,C,7-0,250,"August 14, 1981",us US,4,Memphis
88,Nicolas Batum,SF,6-8,230,"December 14, 1988",fr FR,2,
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,14,UMass
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,9,Stanford
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,1,Villanova
5,Rudy Fernández,SG,6-6,185,"April 4, 1985",es ES,2,
1,Armon Johnson,PG,6-3,195,"February 23, 1989",us US,R,Nevada
17,Chris Johnson,C,6-11,210,"July 15, 1985",us US,R,LSU
4,Sean Marks,C,6-10,250,"August 23, 1975",nz NZ,10,California
2,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,1,Marquette
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,11,Utah
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,1,Saint Mary's
21,Fabricio Oberto,C,6-10,245,"March 21, 1975",ar AR,5,
10,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,10,Minnesota
7,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,4,Washington
3,Gerald Wallace,PF,6-7,215,"July 23, 1982",us US,9,Alabama
