No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,7,UCLA
5,Steve Blake,PG,6-3,172,"February 26, 1980",us US,7,Maryland
12,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,4,Michigan State
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,14,
17,Andrew Bynum,C,7-0,285,"October 27, 1987",us US,5,
45,Derrick Caracter,C,6-9,275,"May 4, 1988",us US,R,"Louisville, Texas-El Paso"
3,Devin Ebanks,SG,6-9,215,"October 28, 1989",us US,R,West Virginia
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,14,Little Rock
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,9,
10,Trey Johnson,SG,6-5,218,"August 30, 1984",us US,1,"Alcorn State, Jackson State University"
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,11,Rhode Island
50,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,15,Wyoming
1,Joe Smith,PF,6-10,225,"July 26, 1975",us US,15,Maryland
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,6,
4,Luke Walton,SF,6-8,235,"March 28, 1980",us US,7,Arizona
15,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,11,St. John's
