No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Ray Allen,SG,6-5,205,"July 20, 1975",us US,14,UConn
45,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,8,Florida International University
0,Avery Bradley,PG,6-3,180,"November 26, 1990",us US,R,Texas
8,Marquis Daniels,SF,6-6,200,"January 7, 1981",us US,7,Auburn
11,Glen Davis,C,6-9,289,"January 1, 1986",us US,3,LSU
86,Semih Erden,C,7-0,240,"July 28, 1986",tr TR,R,
5,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,15,
8,Jeff Green,SF,6-8,235,"August 28, 1986",us US,3,Georgetown
55,Luke Harangody,PF,6-8,246,"January 2, 1988",us US,R,Notre Dame
86,Chris Johnson,C,6-11,210,"July 15, 1985",us US,R,LSU
4,Nenad Krstić,C,7-0,240,"July 25, 1983",rs RS,6,
30,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,9,Notre Dame
7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",us US,14,
36,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,18,LSU
77,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me ME,7,
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,7,
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,12,Kansas
4,Nate Robinson,PG,5-9,180,"May 31, 1984",us US,5,Washington
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,4,Kentucky
12,Von Wafer,SG,6-5,210,"July 21, 1985",us US,4,Florida State
13,Delonte West,PG,6-4,180,"July 26, 1983",us US,6,Saint Joseph's
