No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,7,Syracuse
32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us US,4,South Carolina
4,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,13,Colorado
2,Derrick Brown,SF,6-7,225,"September 8, 1987",us US,1,Xavier
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,11,Hawaii
21,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,3,DePaul
23,Toney Douglas,SG,6-2,195,"March 16, 1986",us US,1,"Auburn, Florida State"
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,5,UNC
6,Landry Fields,SG,6-7,210,"June 27, 1988",us US,R,Stanford
8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it IT,2,
9,Jared Jeffries,PF,6-11,230,"November 25, 1981",us US,8,Indiana
18,Roger Mason,SG,6-5,200,"September 10, 1980",us US,6,Virginia
25,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,R,
4,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,2,LSU
11,Andy Rautins,SG,6-4,190,"November 2, 1986",us US,R,Syracuse
1,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",us US,8,
14,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,5,Gonzaga
5,Henry Walker,SG,6-6,220,"October 9, 1987",us US,2,Kansas State
3,Shawne Williams,PF,6-9,225,"February 16, 1986",us US,3,Memphis
13,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,4,Duke
