No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,9,Villanova
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,2,California
1,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,9,Arizona
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,5,LSU
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,12,UNC
3,Earl Clark,SF,6-10,225,"January 17, 1988",us US,1,Louisville
25,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,6,Duke
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,3,
12,Dwight Howard,C,6-10,265,"December 8, 1985",us US,6,
9,Rashard Lewis,PF,6-10,215,"August 8, 1979",us US,12,
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,6,Saint Joseph's
20,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,7,
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,4,Duke
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,9,Michigan State
5,Quentin Richardson,SF,6-6,223,"April 13, 1980",us US,10,DePaul
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,10,
44,Jason Williams,PG,6-1,190,"November 18, 1975",us US,11,"Marshall, Florida"
