No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,10,"Boston University, Florida International University"
50,Marcus Cousin,C,6-11,245,"December 18, 1986",us US,R,"Seton Hall, Houston"
16,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,7,California
40,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,R,Western Kentucky
15,Derrick Favors,PF,6-9,265,"July 15, 1991",us US,R,Georgia Tech
44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",ua UA,3,
5,Devin Harris,PG,6-3,185,"February 27, 1983",us US,6,Wisconsin
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,R,Butler
25,Al Jefferson,C,6-10,289,"January 4, 1985",us US,6,
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,9,
34,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,5,
24,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,4,Louisiana Tech
13,Mehmet Okur,C,6-11,249,"May 26, 1979",tr TR,8,
17,Ronnie Price,SG,6-2,190,"June 21, 1983",us US,5,"Nicholls State, Utah Valley"
11,Earl Watson,PG,6-1,195,"June 12, 1979",us US,9,UCLA
3,Kyle Weaver,SG,6-6,201,"February 18, 1986",us US,2,Washington State
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,5,Illinois
