No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",us US,R,Wake Forest
12,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,R,Kentucky
45,Rasual Butler,SG,6-7,215,"May 23, 1979",us US,8,La Salle
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,9,Stanford
34,Brian Cook,PF,6-9,234,"December 4, 1980",us US,7,Illinois
5,Baron Davis,PG,6-3,209,"April 13, 1979",us US,11,UCLA
50,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,4,Arizona State
4,Randy Foye,SG,6-4,213,"September 24, 1983",us US,4,Villanova
15,Ryan Gomes,SF,6-7,250,"September 1, 1982",us US,5,Providence
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,2,Indiana
32,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,R,Oklahoma
9,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,2,Texas A&M
35,Chris Kaman,C,7-0,265,"April 28, 1982",us US,7,Central Michigan University
8,Jamario Moon,SF,6-8,205,"June 13, 1980",us US,3,Meridian Community College
1,Craig Smith,PF,6-7,250,"November 10, 1983",us US,4,Boston College
13,Willie Warren,PG,6-4,203,"October 22, 1989",us US,R,Oklahoma
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,7,Alabama
