No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,9,Arizona
24,Hilton Armstrong,C,6-11,235,"November 11, 1984",us US,4,UConn
0,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,12,Arizona
7,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,5,
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,R,Clemson
15,Jordan Crawford,SG,6-4,195,"October 23, 1988",us US,R,"Indiana, Xavier"
6,Maurice Evans,SF,6-5,220,"November 8, 1978",us US,7,"Wichita State, Texas"
15,Alonzo Gee,SG,6-6,225,"May 29, 1987",us US,1,Alabama
12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",us US,7,Kansas
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,7,Wake Forest
3,Lester Hudson,PG,6-3,190,"August 7, 1984",us US,1,University of Tennessee at Martin
12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",us US,1,"University of Illinois at Chicago, Robert Morris University (IL)"
31,Yi Jianlian,PF,7-0,240,"October 27, 1987",cn CN,3,
9,Rashard Lewis,SF,6-10,215,"August 8, 1979",us US,12,
20,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,2,Kansas State
34,JaVale McGee,C,7-0,270,"January 19, 1988",us US,2,Nevada
55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",sn SN,R,Rutgers University
32,Larry Owens,SF,6-7,210,"January 8, 1983",us US,R,Oral Roberts
13,Kevin Séraphin,PF,6-9,285,"December 7, 1989",gf GF,R,
22,Mustafa Shakur,PG,6-3,190,"August 18, 1984",us US,R,Arizona
14,Al Thornton,SF,6-8,220,"December 7, 1983",us US,3,Florida State
2,John Wall,PG,6-3,210,"September 6, 1990",us US,R,Kentucky
1,Nick Young,SG,6-7,210,"June 1, 1985",us US,3,USC
