No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,R,Kansas
4,Nick Collison,C,6-10,255,"October 26, 1980",us US,6,Kansas
14,Daequan Cook,SG,6-5,205,"April 28, 1987",us US,3,Ohio State
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,3,Texas
22,Jeff Green,PF,6-8,235,"August 28, 1986",us US,3,Georgetown
13,James Harden,SG,6-5,220,"August 26, 1989",us US,1,Arizona State
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,1,
7,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,6,Texas
12,Nenad Krstić,C,7-0,240,"July 25, 1983",rs RS,6,
6,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,1,VCU
8,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,12,Kentucky
23,Byron Mullens,PF,7-0,275,"February 14, 1989",us US,1,Ohio State
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,7,
42,Morris Peterson,SG,6-7,218,"August 26, 1977",us US,10,Michigan State
3,Nate Robinson,PG,5-9,180,"May 31, 1984",us US,5,Washington
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,4,
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,2,UCLA
3,D.J. White,PF,6-9,251,"August 31, 1986",us US,2,Indiana
