No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Jeff Adrien,PF,6-7,245,"February 10, 1986",us US,R,UConn
19,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,4,UNLV
34,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,6,Michigan State
15,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,6,
25,Rodney Carney,SF,6-7,205,"April 15, 1984",us US,4,Memphis
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,1,Davidson
8,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,5,
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,8,UCLA
2,Acie Law,PG,6-3,195,"January 25, 1985",us US,3,Texas A&M
10,David Lee,PF,6-9,245,"April 29, 1983",us US,5,Florida
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,R,Harvard University
77,Vladimir Radmanović,PF,6-10,227,"November 19, 1980",ba BA,9,
23,Al Thornton,PF,6-8,220,"December 7, 1983",us US,3,Florida State
20,Ekpe Udoh,C,6-10,245,"May 20, 1987",us US,R,"Michigan, Baylor"
55,Reggie Williams,SF,6-6,205,"September 14, 1986",us US,1,Virginia Military Institute
32,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,2,UNC
1,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,6,
