No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Maurice Ager,SG,6-5,202,"February 9, 1984",us US,3,Michigan State
8,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,2,Kansas State
22,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,3,Florida
19,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,1,UNC
10,Jonny Flynn,PG,6-0,185,"February 6, 1989",us US,1,Syracuse
1,Sundiata Gaines,PG,6-1,185,"April 18, 1986",us US,1,Georgia
32,Lazar Hayward,SF,6-6,225,"November 26, 1986",us US,R,Marquette
4,Wesley Johnson,SG,6-7,215,"July 11, 1987",us US,R,"Iowa State, Syracuse"
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,2,Ohio State
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,2,UCLA
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,7,
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,R,
15,Anthony Randolph,C,6-10,205,"July 15, 1989",de DE,2,LSU
13,Luke Ridnour,PG,6-2,175,"February 13, 1981",us US,7,Oregon
3,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,6,
44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",us US,2,Creighton
5,Martell Webster,SF,6-7,230,"December 4, 1986",us US,5,
