No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Alexis Ajinça,C,7-2,248,"May 6, 1988",fr FR,2,
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,4,Northeastern University
3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",gp GP,1,
13,Corey Brewer,SG,6-9,186,"March 5, 1986",us US,3,Florida
4,Caron Butler,SF,6-7,228,"March 13, 1980",us US,8,UConn
35,Brian Cardinal,SF,6-8,245,"May 2, 1977",us US,10,Purdue
6,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,9,
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,9,UNC
20,Dominique Jones,SG,6-4,215,"October 15, 1988",us US,R,South Florida
2,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,16,California
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,2,
0,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,11,"Vincennes University, UNLV"
21,Steve Novak,SF,6-10,225,"June 13, 1983",us US,4,Marquette
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,12,
7,Sasha Pavlović,SF,6-8,220,"November 15, 1983",me ME,7,
92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,10,
16,Peja Stojaković,SF,6-10,229,"June 9, 1977",hr HR,12,
31,Jason Terry,SG,6-2,185,"September 15, 1977",us US,11,Arizona
