No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Joel Anthony,C,6-9,245,"August 9, 1982",ca CA,3,UNLV
8,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,8,Florida International University
0,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,12,Arizona
1,Chris Bosh,PF,6-11,235,"March 24, 1984",us US,7,Georgia Tech
15,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,2,Kansas
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,14,Mississippi State
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,7,Florida
55,Eddie House,SG,6-1,180,"May 14, 1978",us US,10,Arizona State
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,16,Michigan
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,12,
6,LeBron James,SF,6-9,250,"December 30, 1984",us US,7,
22,James Jones,SF,6-8,218,"October 4, 1980",us US,7,Miami (FL)
21,Jamaal Magloire,C,6-11,259,"May 21, 1978",ca CA,10,Kentucky
13,Mike Miller,SG,6-8,218,"February 19, 1980",us US,10,Florida
45,Dexter Pittman,C,6-11,308,"March 2, 1988",us US,R,Texas
42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,15,UNC
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,7,Marquette
