No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,3,UCLA
11,Chris Andersen,C,6-10,245,"July 7, 1978",us US,8,Blinn College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,7,Syracuse
32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us US,4,South Carolina
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,13,Colorado
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,11,Hawaii
21,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,3,DePaul
34,Melvin Ely,C,6-10,260,"May 2, 1978",us US,7,Fresno State
20,Raymond Felton,SG,6-1,205,"June 26, 1984",us US,5,UNC
0,Gary Forbes,SF,6-7,220,"February 25, 1985",pa PA,R,"Virginia, UMass"
8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",it IT,2,
7,Al Harrington,PF,6-9,230,"February 17, 1980",us US,12,
31,Nenê,C,6-11,250,"September 13, 1982",br BR,8,
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,2,Ohio State
3,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,1,UNC
4,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,10,Cincinnati
25,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,R,
5,J.R. Smith,SF,6-6,225,"September 9, 1985",us US,6,
23,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,4,Duke
