No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,12,Texas Tech
33,Craig Brackins,PF,6-10,230,"October 9, 1987",us US,R,Iowa State
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,11,Duke
22,Antonio Daniels,PG,6-4,195,"March 19, 1975",us US,12,Bowling Green
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,3,Washington
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,1,UCLA
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,6,Arizona
72,Jason Kapono,SF,6-8,213,"February 4, 1981",us US,7,UCLA
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,1,Kentucky
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,6,
25,Darius Songaila,C,6-9,248,"February 14, 1978",lt LT,7,Wake Forest
16,Marreese Speights,C,6-10,255,"August 4, 1987",us US,2,Florida
12,Evan Turner,SG,6-6,220,"October 27, 1988",us US,R,Ohio State
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,5,
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,3,Georgia Tech
