No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,14,Texas
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,3,Texas
1,Bruce Brown,PG,6-4,202,"August 15, 1996",us US,2,Miami (FL)
4,Chris Chiozza,PG,5-11,175,"November 21, 1995",us US,2,Florida
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,1,Georgia
2,Tyler Cook,PF,6-8,255,"September 23, 1997",us US,1,Iowa
26,Spencer Dinwiddie,SG,6-5,215,"April 6, 1993",us US,6,Colorado
7,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,12,Texas
8,Jeff Green,PF,6-8,235,"August 28, 1986",us US,12,Georgetown
2,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,10,Oklahoma
13,James Harden,PG,6-5,220,"August 26, 1989",us US,11,Arizona State
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,6,Virginia
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,9,Duke
55,Mike James,PG,6-1,189,"August 18, 1990",us US,1,Lamar
24,Alize Johnson,PF,6-7,212,"April 22, 1996",us US,2,Missouri State
10,Tyler Johnson,SG,6-3,186,"May 7, 1992",us US,6,Fresno State
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,12,Texas A&M
00,Rodions Kurucs,PF,6-9,228,"February 5, 1998",lv LV,2,
22,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,4,Michigan
9,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,4,
14,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,1,
"0, 14",Reggie Perry,PF,6-8,250,"March 21, 2000",us US,R,Mississippi State
2,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,4,Baylor
22,Andre Roberson,SG,6-7,210,"December 4, 1991",us US,6,Colorado
"13, 20",Landry Shamet,SG,6-4,190,"March 13, 1997",us US,2,Wichita State
21,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,9,Georgia Tech
24,Noah Vonleh,C,6-10,257,"August 24, 1995",us US,6,Indiana
