No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,RJ Barrett,SG,6-6,214,"June 14, 2000",ca CA,1,Duke
17,Ignas Brazdeikis,SF,6-6,221,"January 8, 1999",lt LT,1,Michigan
25,Reggie Bullock,SF,6-6,205,"March 16, 1991",us US,7,UNC
18,Alec Burks,SG,6-6,214,"July 20, 1991",us US,9,Colorado
67,Taj Gibson,C,6-9,232,"June 24, 1985",us US,11,USC
0,Jared Harper,PG,5-10,175,"September 14, 1997",us US,1,Auburn
20,Kevin Knox,SF,6-7,215,"August 11, 1999",us US,2,Kentucky
3,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,6,Kentucky
11,Frank Ntilikina,PG,6-4,200,"July 28, 1998",be BE,3,
6,Elfrid Payton,PG,6-3,195,"February 22, 1994",us US,6,Louisiana
14,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,1,
21,Theo Pinson,SG,6-5,212,"November 5, 1995",us US,2,UNC
5,Immanuel Quickley,PG,6-3,190,"June 17, 1999",us US,R,Kentucky
30,Julius Randle,PF,6-8,250,"November 29, 1994",us US,6,Kentucky
8,Austin Rivers,SG,6-4,200,"August 1, 1992",us US,8,Duke
23,Mitchell Robinson,C,7-0,240,"April 1, 1998",us US,2,Western Kentucky
4,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,11,Memphis
4,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,3,NC State
1,Obi Toppin,PF,6-9,220,"March 4, 1998",us US,R,Dayton
