No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
33,Nicolas Batum,SF,6-8,230,"December 14, 1988",fr FR,12,
21,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,8,Arkansas
7,Amir Coffey,SG,6-7,210,"June 17, 1997",us US,1,Minnesota
15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,9,Kentucky
11,Yogi Ferrell,PG,6-0,178,"May 9, 1993",us US,4,Indiana
24,Malik Fitts,PF,6-8,230,"July 4, 1997",us US,R,"South Florida, Saint Mary's"
13,Paul George,SF,6-8,220,"May 2, 1990",us US,10,Fresno State
9,Serge Ibaka,C,6-11,235,"September 18, 1989",cg CG,11,
1,Reggie Jackson,SG,6-2,208,"April 16, 1990",it IT,9,Boston College
25,Mfiondu Kabengele,PF,6-9,250,"August 14, 1997",ca CA,1,Florida State
5,Luke Kennard,SG,6-5,206,"June 24, 1996",us US,3,Duke
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,9,San Diego State
14,Terance Mann,SG,6-5,215,"October 18, 1996",us US,1,Florida State
8,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,9,Kansas
10,Daniel Oturu,C,6-8,240,"September 20, 1999",us US,R,Minnesota
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,10,Kentucky
4,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,14,Kentucky
0,Jay Scrubb,SG,6-5,220,"September 1, 2000",us US,R,John A. Logan College
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,15,
40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,4,
