No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",us US,10,Wake Forest
51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us US,3,Villanova
7,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",us US,2,Oregon
34,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us US,2,Duke
3,Devon Dotson,PG,6-2,185,"August 2, 1999",us US,R,Kansas
6,Cristiano Felício,C,6-11,270,"July 7, 1992",br BR,5,
12,Daniel Gafford,C,6-10,234,"October 1, 1998",us US,1,Arkansas
11,Javonte Green,SG,6-4,205,"July 23, 1993",us US,1,Radford
15,Chandler Hutchison,SF,6-6,210,"April 26, 1996",us US,2,Boise State
2,Luke Kornet,C,7-2,250,"July 15, 1995",us US,3,Vanderbilt
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,6,UCLA
24,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,3,Arizona
20,Adam Mokoka,SG,6-4,190,"July 18, 1998",fr FR,1,
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,7,Georgetown
31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",cz CZ,4,
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,10,LSU
27,Daniel Theis,C,6-8,245,"April 4, 1992",de DE,3,
45,Denzel Valentine,SG,6-4,220,"November 16, 1993",us US,3,Michigan State
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,9,USC
0,Coby White,PG,6-5,195,"February 16, 2000",us US,1,UNC
"9, 44",Patrick Williams,PF,6-7,215,"August 26, 2001",us US,R,Florida State
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,13,Georgia Tech
