No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Deni Avdija,SF,6-9,210,"January 3, 2001",il IL,R,
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,8,Florida
7,Jordan Bell,C,6-8,216,"January 7, 1995",us US,3,Oregon
42,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",lv LV,4,
17,Isaac Bonga,SF,6-8,180,"November 8, 1999",de DE,2,
6,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",us US,2,Oregon
13,Thomas Bryant,C,6-10,248,"July 31, 1997",us US,3,Indiana
21,Daniel Gafford,C,6-10,234,"October 1, 1998",us US,1,Arkansas
16,Anthony Gill,PF,6-7,230,"October 17, 1992",us US,R,"South Carolina, Virginia"
8,Rui Hachimura,PF,6-8,230,"February 8, 1998",jp JP,1,Gonzaga
1,Chandler Hutchison,SF,6-6,210,"April 26, 1996",us US,2,Boise State
27,Alex Len,C,7-0,250,"June 16, 1993",ua UA,7,Maryland
15,Robin Lopez,C,7-1,281,"April 1, 1988",us US,12,Stanford
24,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,1,Lipscomb
19,Raul Neto,PG,6-1,180,"May 19, 1992",br BR,5,
18,Anžejs Pasečņiks,C,7-1,229,"December 20, 1995",lv LV,1,
12,Jerome Robinson,SG,6-4,190,"February 22, 1997",us US,2,Boston College
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,10,Wake Forest
21,Moritz Wagner,C,6-11,245,"April 26, 1997",de DE,2,Michigan
4,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,12,UCLA
5,Cassius Winston,PG,6-1,185,"February 28, 1998",us US,R,Michigan State
