No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Udoka Azubuike,C,6-10,280,"September 17, 1999",ng NG,R,Kansas
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,6,
5,Jarrell Brantley,PF,6-5,250,"June 7, 1996",us US,1,College of Charleston
0,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,6,"Tulsa, Missouri"
10,Mike Conley,PG,6-0,175,"October 11, 1987",us US,13,Ohio State
15,Derrick Favors,C,6-9,265,"July 15, 1991",us US,10,Georgia Tech
3,Trent Forrest,PG,6-4,210,"June 12, 1998",us US,R,Florida State
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,7,
8,Shaquille Harrison,SG,6-4,190,"October 6, 1993",us US,3,Tulsa
33,Elijah Hughes,SF,6-5,215,"March 10, 1998",us US,R,"Syracuse, East Carolina University"
77,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,12,
2,Joe Ingles,SF,6-9,220,"October 2, 1987",au AU,6,
45,Donovan Mitchell,PG,6-3,215,"September 7, 1996",us US,3,Louisville
16,Juwan Morgan,PF,6-7,232,"April 17, 1997",us US,1,Indiana
31,Georges Niang,PF,6-7,230,"June 17, 1993",us US,4,Iowa State
23,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,3,"Denver, Baylor"
81,Miye Oni,SG,6-5,206,"August 4, 1997",us US,1,Yale
21,Matt Thomas,SG,6-4,190,"August 4, 1994",us US,1,Iowa State
