No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,3,
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,6,
20,John Collins,PF,6-9,235,"September 23, 1997",us US,3,Wake Forest
32,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,4,Providence
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,1,Maryland
8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it IT,11,
0,Brandon Goodwin,PG,6-0,180,"October 2, 1995",us US,2,"Central Florida, Florida Gulf Coast"
18,Solomon Hill,PF,6-6,226,"March 18, 1991",us US,7,Arizona
3,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,2,Maryland
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,1,Virginia
1,Nathan Knight,PF,6-8,253,"September 20, 1997",us US,R,William & Mary
4,Skylar Mays,SG,6-4,205,"September 5, 1997",us US,R,LSU
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,R,USC
22,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,1,Duke
7,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,14,Kentucky
19,Tony Snell,SG,6-6,213,"November 10, 1991",us US,7,New Mexico
6,Lou Williams,PG,6-2,175,"October 27, 1986",us US,15,
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,2,Oklahoma
