No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,Tony Bradley,C,6-10,248,"January 8, 1998",us US,3,UNC
17,Ignas Brazdeikis,SF,6-6,221,"January 8, 1999",lt LT,1,Michigan
11,Gary Clark,PF,6-6,225,"November 16, 1994",us US,2,Cincinnati
31,Seth Curry,SG,6-1,185,"August 23, 1990",us US,6,"Liberty, Duke"
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,4,Kansas
23,Terrance Ferguson,SG,6-6,190,"May 17, 1998",us US,3,
14,Danny Green,SF,6-6,215,"June 22, 1987",us US,11,UNC
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,9,Tennessee
33,George Hill,PG,6-4,188,"May 4, 1986",us US,12,IUPUI
39,Dwight Howard,C,6-10,265,"December 8, 1985",us US,16,
7,Isaiah Joe,SG,6-4,165,"July 2, 1999",us US,R,Arkansas
5,Mason Jones,SG,6-4,200,"July 21, 1998",us US,R,"Connors State College, Arkansas"
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,3,
33,Dakota Mathias,SG,6-4,200,"July 11, 1995",us US,R,Purdue
0,Tyrese Maxey,SG,6-2,200,"November 4, 2000",us US,R,Kentucky
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,2,SMU
17,Vincent Poirier,C,7-0,235,"October 17, 1993",fr FR,1,
44,Paul Reed,PF,6-9,210,"June 14, 1999",us US,R,DePaul
1,Mike Scott,PF,6-7,237,"July 16, 1988",us US,8,Virginia
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,3,LSU
22,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,1,Washington
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,12,Creighton
9,Rayjon Tucker,PG,6-3,209,"September 24, 1997",us US,1,"Florida Gulf Coast, Little Rock"
