No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Marvin Bagley III,PF,6-10,235,"March 14, 1999",us US,2,Duke
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,8,UNC
8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,5,
9,Terence Davis,SG,6-4,201,"May 16, 1997",us US,1,Ole Miss
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,3,Kentucky
7,Kyle Guy,PG,6-1,167,"August 11, 1997",us US,1,Virginia
0,Tyrese Haliburton,PG,6-5,185,"February 29, 2000",us US,R,Iowa State
8,Maurice Harkless,PF,6-7,220,"May 11, 1993",us US,8,St. John's
24,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,4,Oklahoma
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,5,Bowling Green
10,Justin James,SF,6-7,190,"January 24, 1997",us US,1,Wyoming
19,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",us US,1,"Oral Roberts, Tulsa"
15,Damian Jones,C,6-11,245,"June 30, 1995",us US,4,Vanderbilt
9,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,9,Texas
23,Louis King,SF,6-7,205,"April 6, 1999",us US,1,Oregon
25,Chimezie Metu,C,6-9,225,"March 22, 1997",us US,2,USC
33,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,6,Duke
31,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,1,
3,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",us US,R,Texas Tech
30,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,6,Michigan
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,1,South Carolina
20,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,8,Marshall
13,Robert Woodard II,SF,6-6,235,"September 22, 1999",us US,R,Mississippi State
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,5,Utah
