No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,12,Texas
9,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,10,Texas
7,Armoni Brooks,SG,6-3,195,"June 5, 1998",us US,R,Houston
0,Sterling Brown,SG,6-5,219,"February 10, 1995",us US,3,SMU
5,Bruno Caboclo,PF,6-9,218,"September 21, 1995",br BR,6,
15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,9,Kentucky
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,12,Indiana
13,James Harden,PG,6-5,220,"August 26, 1989",us US,11,Arizona State
4,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,4,Texas A&M
55,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",us US,1,"Oral Roberts, Tulsa"
9,Mason Jones,SG,6-4,200,"July 21, 1998",us US,R,"Connors State College, Arkansas"
0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",lv LV,2,
33,Anthony Lamb,SF,6-6,227,"January 20, 1998",us US,R,University of Vermont
6,KJ Martin,SF,6-6,215,"January 6, 2001",us US,R,
16,Ben McLemore,SG,6-3,195,"February 11, 1993",us US,7,Kansas
2,David Nwaba,SF,6-5,219,"January 14, 1993",us US,4,Cal Poly
7,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,7,Indiana
25,Cameron Oliver,SF,6-8,239,"July 11, 1996",us US,R,Nevada
41,Kelly Olynyk,PF,6-11,240,"April 19, 1991",ca CA,7,Gonzaga
26,Justin Patton,C,6-11,241,"June 14, 1997",us US,3,Creighton
3,Kevin Porter Jr.,SG,6-4,203,"May 4, 2000",us US,1,USC
42,Cameron Reynolds,SF,6-7,225,"February 7, 1995",us US,1,Tulane
5,Ray Spalding,C,6-10,215,"March 11, 1997",us US,1,Louisville
8,Jae'Sean Tate,SF,6-4,230,"October 28, 1995",us US,R,Ohio State
33,Brodric Thomas,SG,6-5,185,"January 28, 1997",us US,R,Truman State University
20,Khyri Thomas,SG,6-3,210,"May 8, 1996",us US,2,Creighton
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,9,Texas
1,John Wall,PG,6-3,210,"September 6, 1990",us US,9,Kentucky
0,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,3,Michigan
35,Christian Wood,C,6-8,214,"September 27, 1995",us US,4,UNLV
