No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Ty-Shon Alexander,SG,6-3,195,"July 16, 1998",us US,R,Creighton
22,Deandre Ayton,C,7-0,250,"July 23, 1998",bs BS,2,Arizona
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,5,Kentucky
25,Mikal Bridges,SF,6-6,209,"August 30, 1996",us US,2,Villanova
4,Jevon Carter,PG,6-1,200,"September 14, 1995",us US,2,West Virginia
12,Torrey Craig,SF,6-7,221,"December 19, 1990",us US,3,USC Upstate
99,Jae Crowder,PF,6-6,235,"July 6, 1990",us US,8,Marquette
2,Langston Galloway,SG,6-1,200,"December 9, 1991",us US,6,Saint Joseph's
23,Cameron Johnson,PF,6-8,210,"March 3, 1996",us US,1,"Pitt, UNC"
30,Damian Jones,C,6-11,245,"June 30, 1995",us US,4,Vanderbilt
8,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,5,Wisconsin
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,9,Purdue
11,Abdel Nader,SF,6-5,225,"September 25, 1993",eg EG,3,"Northern Illinois, Iowa State"
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,15,Wake Forest
15,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,5,Murray State
20,Dario Šarić,C,6-10,225,"April 8, 1994",hr HR,4,
10,Jalen Smith,PF,6-10,215,"March 16, 2000",us US,R,Maryland
