No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Jaylen Adams,PG,6-0,225,"May 4, 1996",us US,2,St. Bonaventure
34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr GR,7,
43,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr GR,2,
12,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,12,Texas
3,Elijah Bryant,SG,6-5,210,"April 19, 1995",us US,R,"Elon University, BYU"
24,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,5,Notre Dame
3,Torrey Craig,SF,6-7,221,"December 19, 1990",us US,3,USC Upstate
25,Mamadi Diakite,PF,6-9,228,"January 21, 1997",gn GN,R,Virginia
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,2,Villanova
7,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,4,Michigan State
21,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,11,UCLA
44,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,3,UNC
0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",lv LV,2,
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,12,Stanford
15,Sam Merrill,SG,6-4,205,"May 15, 1996",us US,R,Utah State University
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,8,Texas A&M
13,Jordan Nwora,SF,6-8,225,"September 9, 1998",us US,R,Louisville
9,Bobby Portis,C,6-10,250,"February 10, 1995",us US,5,Arkansas
5,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,11,Wake Forest
66,Axel Toupane,SF,6-7,197,"July 23, 1992",fr FR,2,
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,9,Texas
5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,3,Michigan
