No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
41,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,R,Villanova
25,Tyler Cook,SF,6-8,255,"September 23, 1997",us US,1,Iowa
6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",us US,2,Kentucky
45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",gn GN,1,
8,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,11,UNC
9,Jerami Grant,SF,6-7,210,"March 12, 1994",us US,6,Syracuse
23,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,10,Oklahoma
7,Killian Hayes,PG,6-5,195,"July 27, 2001",us US,R,
5,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,2,Duke
20,Josh Jackson,SG,6-8,207,"February 10, 1997",us US,3,Kansas
18,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,9,Texas
38,Saben Lee,PG,6-2,183,"June 23, 1999",us US,R,Vanderbilt
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,4,Kansas State
19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,2,Kansas
13,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,5,Duke
24,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,7,Duke
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,11,Memphis
91,Deividas Sirvydis,SG,6-8,190,"June 10, 2000",lt LT,R,
0,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,3,NC State
28,Isaiah Stewart,C,6-8,250,"May 22, 2001",us US,R,Washington
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,5,Utah
