No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Lavoy Allen,PF,6-9,260,"February 4, 1989",us US,5,Temple
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,8,Oregon
25,Rakeem Christmas,PF,6-9,250,"December 1, 1991",us US,1,Syracuse
11,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,11,
13,Paul George,SF,6-8,220,"May 2, 1990",us US,6,Fresno State
7,Al Jefferson,C,6-10,289,"January 4, 1985",us US,12,
0,C.J. Miles,SF,6-6,220,"March 18, 1987",us US,11,
32,Georges Niang,PF,6-7,230,"June 17, 1993",us US,R,Iowa State
40,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,2,Michigan
1,Kevin Séraphin,PF,6-9,285,"December 7, 1989",gf GF,6,
6,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,6,Cincinnati
2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",us US,9,Eastern Washington
44,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,7,Wake Forest
33,Myles Turner,C,6-11,250,"March 24, 1996",us US,1,Texas
3,Joe Young,PG,6-2,180,"June 27, 1992",us US,1,"Houston, Oregon"
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,9,Georgia Tech
