No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
23,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,1,Virginia
0,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,8,Arizona
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,3,Tennessee State
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,R,Kansas
39,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,2,Syracuse
30,Justin Harper,PF,6-10,225,"August 30, 1989",us US,2,Richmond
12,Gerald Henderson,SG,6-5,215,"December 9, 1987",us US,7,Duke
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,1,Bowling Green
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,8,
36,Shawn Long,C,6-9,255,"January 29, 1993",us US,R,Louisiana
20,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,R,
1,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,1,"Duquesne, Arizona"
4,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,2,Kentucky
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,1,Duke
5,Alex Poythress,PF,6-9,235,"September 6, 1993",us US,R,Kentucky
5,Chasson Randle,PG,6-2,185,"February 5, 1993",us US,R,Stanford
14,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,4,
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,R,
47,Tiago Splitter,C,6-11,245,"January 1, 1985",br BR,6,
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,2,Michigan
31,Hollis Thompson,SG,6-8,206,"April 3, 1991",us US,3,Georgetown
