No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Kent Bazemore,SF,6-4,195,"July 1, 1989",us US,4,Old Dominion
95,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",us US,R,Saint Joseph's
13,José Calderón,PG,6-3,200,"September 28, 1981",es ES,11,
5,Malcolm Delaney,PG,6-3,190,"March 11, 1989",us US,R,Virginia Tech
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,14,Duke
10,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,3,Michigan
8,Dwight Howard,C,6-10,265,"December 8, 1985",us US,12,
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,12,Minnesota
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,8,
30,Ryan Kelly,PF,6-11,230,"April 9, 1991",us US,3,Duke
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,13,Creighton
4,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,10,Louisiana Tech
31,Mike Muscala,C,6-10,240,"July 1, 1991",us US,3,Bucknell
14,Gary Neal,SG,6-4,210,"October 3, 1984",us US,6,"La Salle, Towson University"
13,Lamar Patterson,SG,6-5,225,"August 12, 1991",us US,1,Pitt
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,R,Baylor
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,3,
32,Mike Scott,PF,6-7,237,"July 16, 1988",us US,4,Virginia
25,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",ch CH,10,
22,Edy Tavares,C,7-3,260,"March 22, 1992",cv CV,1,
