No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,SF,6-11,242,"December 6, 1994",gr GR,3,
9,Michael Beasley,PF,6-9,235,"January 9, 1989",us US,8,Kansas State
13,Malcolm Brogdon,SG,6-4,229,"December 11, 1992",us US,R,Virginia
8,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,3,Saint Mary's
0,Spencer Hawes,PF,7-1,245,"April 28, 1988",us US,9,Washington
31,John Henson,C,6-9,219,"December 28, 1990",us US,4,UNC
6,Terrence Jones,PF,6-9,252,"January 9, 1992",us US,4,Kentucky
7,Thon Maker,C,7-0,221,"February 25, 1997",ss SS,R,
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,4,Texas A&M
15,Greg Monroe,C,6-11,265,"June 4, 1990",us US,6,Georgetown
6,Steve Novak,PF,6-10,225,"June 13, 1983",us US,10,Marquette
12,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,2,Duke
0,Gary Payton II,PG,6-2,190,"December 1, 1992",us US,R,Oregon State
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,4,Duke
21,Tony Snell,SG,6-6,213,"November 10, 1991",us US,3,New Mexico
35,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba BA,4,
3,Jason Terry,SG,6-2,185,"September 15, 1977",us US,17,Arizona
6,Axel Toupane,SF,6-7,197,"July 23, 1992",fr FR,1,
20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",us US,1,UNLV
