No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Aron Baynes,C,6-10,260,"December 9, 1986",nz NZ,4,Washington State
25,Reggie Bullock,SF,6-6,205,"March 16, 1991",us US,3,UNC
5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,3,Georgia
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,4,UConn
8,Henry Ellenson,PF,6-10,240,"January 13, 1997",us US,R,Marquette
9,Michael Gbinije,SG,6-7,200,"June 5, 1992",us US,R,"Duke, Syracuse"
34,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,5,Tennessee
6,Darrun Hilliard,SG,6-6,205,"April 13, 1993",us US,1,Villanova
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,5,Boston College
7,Stanley Johnson,SF,6-6,242,"May 29, 1996",us US,1,Arizona
30,Jon Leuer,PF,6-10,228,"May 14, 1989",us US,5,Wisconsin
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,1,
13,Marcus Morris,SF,6-8,218,"September 2, 1989",us US,5,Kansas
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,6,Wake Forest
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,12,
