No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,8,California
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,12,UCLA
2,Patrick Beverley,SG,6-2,180,"July 12, 1988",us US,4,Arkansas
33,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,9,Florida
8,Bobby Brown,PG,6-2,175,"September 24, 1984",us US,2,Cal State Fullerton
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,2,
7,Sam Dekker,PF,6-9,230,"May 6, 1994",us US,1,Wisconsin
6,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca CA,2,Syracuse
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,8,Indiana
13,James Harden,PG,6-5,220,"August 26, 1989",us US,7,Arizona State
5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us US,1,Louisville
42,Nenê,C,6-11,250,"September 13, 1982",br BR,14,
32,K.J. McDaniels,SF,6-6,205,"February 9, 1993",us US,2,Clemson
21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",us US,R,Louisville
17,Isaiah Taylor,PG,6-3,170,"July 11, 1994",us US,R,Texas
12,Lou Williams,SG,6-2,175,"October 27, 1986",us US,11,
14,Troy Williams,SF,6-7,218,"December 30, 1994",us US,R,Indiana
30,Kyle Wiltjer,PF,6-10,240,"October 20, 1992",us US,R,"Kentucky, Gonzaga"
