No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,13,
35,Dragan Bender,PF,7-0,225,"November 17, 1997",ba BA,R,
2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,6,Kentucky
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,1,Kentucky
4,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,15,
0,Marquese Chriss,PF,6-9,240,"July 2, 1997",us US,R,Washington
3,Jared Dudley,PF,6-6,237,"July 10, 1985",us US,9,Boston College
31,Jarell Eddie,SF,6-7,218,"October 30, 1991",us US,1,Virginia Tech
23,John Jenkins,SG,6-4,215,"March 6, 1991",us US,4,Vanderbilt
10,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",us US,R,UNLV
11,Brandon Knight,SG,6-2,182,"December 2, 1991",us US,5,Kentucky
21,Alex Len,C,7-0,250,"June 16, 1993",ua UA,3,Maryland
22,Elijah Millsap,SG,6-6,225,"August 12, 1987",us US,2,"Louisiana, UAB"
14,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,11,"Nicholls State, Utah Valley"
17,P.J. Tucker,SF,6-5,245,"May 5, 1985",us US,5,Texas
8,Tyler Ulis,PG,5-10,160,"January 5, 1996",us US,R,Kentucky
12,T.J. Warren,SF,6-8,220,"September 5, 1993",us US,2,NC State
15,Alan Williams,C,6-8,265,"January 28, 1993",us US,1,UC Santa Barbara
