No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,8,Texas
11,Bismack Biyombo,C,6-8,255,"August 28, 1992",cd CD,5,
21,Anthony Brown,SF,6-7,210,"October 10, 1992",us US,1,Stanford
10,Evan Fournier,SG,6-6,205,"October 29, 1992",fr FR,4,
29,Patricio Garino,SG,6-6,210,"May 17, 1993",ar AR,R,George Washington
13,Marcus Georges-Hunt,SG,6-5,216,"March 28, 1994",us US,R,Georgia Tech
0,Aaron Gordon,SF,6-8,235,"September 16, 1995",us US,2,Arizona
34,Jeff Green,PF,6-8,235,"August 28, 1986",us US,8,Georgetown
8,Mario Hezonja,SF,6-8,220,"February 25, 1995",hr HR,1,
7,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,7,
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,7,Kentucky
21,Arinze Onuaku,C,6-9,255,"July 13, 1987",us US,2,Syracuse
4,Elfrid Payton,PG,6-3,195,"February 22, 1994",us US,2,Louisiana
31,Terrence Ross,SF,6-6,206,"February 5, 1991",us US,4,Washington
3,Damjan Rudež,SF,6-10,228,"June 17, 1986",hr HR,2,
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,5,USC
32,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,9,Tennessee
23,C.J. Wilcox,SG,6-5,195,"December 30, 1990",us US,2,Washington
33,Stephen Zimmerman,C,7-0,240,"September 9, 1996",us US,R,UNLV
