No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,6,Nevada
7,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,8,
2,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,7,UNC
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,13,Florida
16,James Johnson,PF,6-7,240,"February 20, 1987",us US,7,Wake Forest
8,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,2,Fresno State
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,R,Kansas State
4,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,9,Duke
35,Willie Reed,C,6-10,220,"May 16, 1990",us US,1,Saint Louis
0,Josh Richardson,SG,6-5,200,"September 15, 1993",us US,1,Tennessee
11,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,4,Syracuse
15,Okaro White,PF,6-8,205,"August 13, 1992",us US,R,Florida State
21,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,4,Marshall
22,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,5,Arizona
20,Justise Winslow,SF,6-6,222,"March 26, 1996",us US,1,Duke
