No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,13,Syracuse
31,Ron Baker,SG,6-4,220,"March 30, 1993",us US,R,Wichita State
14,Willy Hernangómez,C,6-11,250,"May 27, 1994",es ES,R,
8,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,3,Washington
3,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,7,
91,Mindaugas Kuzminskas,SF,6-9,215,"October 19, 1989",lt LT,R,
5,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,8,Western Kentucky
2,Maurice Ndour,PF,6-9,200,"June 18, 1992",sn SN,R,Ohio University
13,Joakim Noah,C,6-11,230,"February 25, 1985",us US,9,Florida
9,Kyle O'Quinn,C,6-9,250,"March 26, 1990",us US,4,Norfolk State
40,Marshall Plumlee,C,7-0,250,"July 14, 1992",us US,R,Duke
6,Kristaps Porziņģis,PF,7-2,240,"August 2, 1995",lv LV,1,
4,Chasson Randle,PG,6-2,185,"February 5, 1993",us US,R,Stanford
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,7,Memphis
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,5,Duke
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,9,
