No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",us US,6,Wake Forest
5,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,1,Notre Dame
23,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,3,California
17,Ed Davis,PF,6-9,218,"June 5, 1989",us US,6,UNC
4,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,4,St. John's
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,R,Maryland
11,Meyers Leonard,PF,7-0,260,"February 27, 1992",us US,4,Illinois
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,4,Weber State
3,CJ McCollum,SG,6-3,190,"September 19, 1991",us US,3,Lehigh
6,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,2,UConn
27,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,2,
24,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,3,Duke
55,Tim Quarterman,SG,6-6,195,"October 27, 1994",us US,R,LSU
1,Evan Turner,SF,6-6,220,"October 27, 1988",us US,6,Ohio State
21,Noah Vonleh,PF,6-10,257,"August 24, 1995",us US,2,Indiana
