No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Nicolas Batum,SG,6-8,230,"December 14, 1988",fr FR,8,
21,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,9,
12,Treveon Graham,SG,6-5,219,"October 28, 1993",us US,R,VCU
9,Aaron Harrison,SG,6-6,210,"October 28, 1994",us US,1,Kentucky
0,Spencer Hawes,PF,7-1,245,"April 28, 1988",us US,9,Washington
55,Roy Hibbert,C,7-2,270,"December 11, 1986",us US,8,Georgetown
44,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,1,Wisconsin
14,Michael Kidd-Gilchrist,SF,6-6,232,"September 26, 1993",us US,4,Kentucky
3,Jeremy Lamb,SG,6-5,180,"May 30, 1992",us US,4,UConn
8,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",us US,2,LSU
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,4,Duke
22,Brian Roberts,PG,6-1,173,"December 3, 1985",us US,4,Dayton
7,Ramon Sessions,PG,6-3,190,"April 11, 1986",us US,9,Nevada
10,Mike Tobey,C,7-0,260,"October 10, 1994",us US,R,Virginia
15,Kemba Walker,PG,6-0,184,"May 8, 1990",us US,5,UConn
0,Briante Weber,PG,6-2,165,"December 29, 1992",us US,1,VCU
2,Marvin Williams,PF,6-8,237,"June 19, 1986",us US,11,UNC
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,1,UNLV
40,Cody Zeller,C,6-11,240,"October 5, 1992",us US,3,Indiana
