No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Bruno Caboclo,SF,6-9,218,"September 21, 1995",br BR,2,
5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,7,"Vanderbilt, Missouri"
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,7,USC
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,7,
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,5,Texas
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,10,Villanova
92,Lucas Nogueira,C,7-0,241,"July 26, 1992",br BR,2,
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,6,Kentucky
42,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,R,Utah
24,Norman Powell,SG,6-3,215,"May 25, 1993",us US,1,UCLA
31,Terrence Ross,SF,6-6,206,"February 5, 1991",us US,4,Washington
43,Pascal Siakam,PF,6-8,230,"April 2, 1994",cm CM,R,New Mexico State
0,Jared Sullinger,PF,6-9,260,"March 4, 1992",us US,4,Ohio State
2,P.J. Tucker,SF,6-5,245,"May 5, 1985",us US,5,Texas
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,4,
23,Fred VanVleet,PG,6-0,197,"February 25, 1994",us US,R,Wichita State
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,1,Utah
