No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,4,Florida
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,2,
33,Trey Burke,PG,6-0,185,"November 12, 1992",us US,3,Michigan
13,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,9,
4,Danuel House Jr.,SG,6-6,220,"June 7, 1993",us US,R,Texas A&M
7,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,7,
9,Sheldon Mac,SG,6-5,200,"December 21, 1992",us US,R,"Texas, Miami (FL)"
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,8,
1,Chris McCullough,PF,6-11,200,"February 5, 1995",us US,1,Syracuse
5,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,5,Kansas
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",ca CA,4,St. Bonaventure
32,Daniel Ochefu,C,6-11,245,"December 15, 1993",us US,R,Villanova
12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,1,Kansas
22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,3,Georgetown
31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",cz CZ,R,
14,Jason Smith,C,7-0,240,"March 2, 1986",us US,8,Colorado State
15,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,7,LSU
2,John Wall,PG,6-3,210,"September 6, 1990",us US,6,Kentucky
