No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,10,Texas
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",us US,2,UCLA
30,Joel Anthony,C,6-9,245,"August 9, 1982",ca CA,9,UNLV
42,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",lv LV,R,
3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,3,USC
11,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,R,Michigan State
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,15,
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,14,
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,7,UNC
27,Nicolás Laprovíttola,PG,6-4,180,"January 31, 1990",ar AR,R,
10,David Lee,PF,6-9,245,"April 29, 1983",us US,11,Florida
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,5,San Diego State
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,7,Saint Mary's
5,Dejounte Murray,PG,6-5,180,"September 19, 1996",us US,R,Washington
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,15,
17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",us US,1,Houston
