No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
00,Chris Andersen,C,6-10,245,"July 7, 1978",us US,14,Blinn College
6,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,11,Utah
3,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,14,Duke
20,Kay Felder,PG,5-9,176,"March 29, 1995",us US,R,Oakland
8,Channing Frye,C,7-0,255,"May 17, 1983",us US,10,Arizona
2,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,5,Duke
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,13,
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,15,Arizona
30,Dahntay Jones,SF,6-6,225,"December 27, 1980",us US,12,"Rutgers University, Duke"
1,James Jones,SF,6-8,218,"October 4, 1980",us US,13,Miami (FL)
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,13,Creighton
14,DeAndre Liggins,SG,6-6,209,"March 31, 1988",us US,3,Kentucky
0,Kevin Love,PF,6-8,251,"September 7, 1988",us US,8,UCLA
12,Jordan McRae,SG,6-5,179,"March 28, 1991",us US,1,Tennessee
9,Larry Sanders,C,6-11,235,"November 21, 1988",us US,5,VCU
4,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,5,Georgia Tech
5,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,12,
40,Edy Tavares,C,7-3,260,"March 22, 1992",cv CV,1,
13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,5,Texas
31,Deron Williams,PG,6-3,200,"June 26, 1984",us US,11,Illinois
"3, 32",Derrick Williams,PF,6-8,240,"May 25, 1991",us US,5,Arizona
