No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
28,Tarik Black,C,6-9,250,"November 22, 1991",us US,2,"Memphis, Kansas"
3,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,9,Florida
5,José Calderón,PG,6-3,200,"September 28, 1981",es ES,11,
6,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,2,"Tulsa, Missouri"
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,12,Duke
11,Tyler Ennis,PG,6-3,194,"August 24, 1994",ca CA,2,Syracuse
4,Marcelo Huertas,PG,6-3,200,"May 25, 1983",br BR,1,
14,Brandon Ingram,SF,6-8,190,"September 2, 1997",us US,R,Duke
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,6,
7,Larry Nance Jr.,PF,6-8,245,"January 1, 1993",us US,1,Wyoming
10,David Nwaba,SG,6-5,219,"January 14, 1993",us US,R,Cal Poly
30,Julius Randle,PF,6-8,250,"November 29, 1994",us US,2,Kentucky
15,Thomas Robinson,PF,6-10,237,"March 17, 1991",us US,4,Kansas
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,1,Ohio State
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,11,
37,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,16,St. John's
0,Nick Young,SG,6-7,210,"June 1, 1985",us US,9,USC
40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,R,
